14949		 0.070541		 -0.217247		 0
14950		 0.073480		 -0.234926		 0
14951		 0.082298		 -0.240819		 0
14952		 0.088176		 -0.226086		 0
14953		 0.091115		 -0.211353		 0
14954		 0.079358		 -0.202514		 0
14955		 0.070541		 -0.199567		 0
14956		 0.061723		 -0.190727		 0
14957		 0.067602		 -0.190727		 0
14958		 0.070541		 -0.190727		 0
14959		 0.070541		 -0.190727		 0
14960		 0.067602		 -0.199567		 0
14961		 0.073480		 -0.202514		 0
14962		 0.079358		 -0.208407		 0
14963		 0.085237		 -0.205460		 0
14964		 0.079358		 -0.202514		 0
14965		 0.073480		 -0.202514		 0
14966		 0.073480		 -0.208407		 0
14967		 0.076419		 -0.214300		 0
14968		 0.079358		 -0.220193		 0
14969		 0.082298		 -0.231980		 0
14970		 0.082298		 -0.240819		 0
14971		 0.085237		 -0.243766		 0
14972		 0.082298		 -0.237873		 0
14973		 0.079358		 -0.229033		 0
14974		 0.073480		 -0.223140		 0
14975		 0.073480		 -0.217247		 0
14976		 0.076419		 -0.211353		 0
14977		 0.073480		 -0.211353		 0
14978		 0.073480		 -0.208407		 0
14979		 0.070541		 -0.208407		 0
14980		 0.070541		 -0.214300		 0
14981		 0.067602		 -0.223140		 0
14982		 0.064662		 -0.220193		 0
14983		 0.058784		 -0.214300		 0
14984		 0.076419		 -0.193674		 0
14985		 0.094054		 -0.190727		 0
14986		 0.096993		 -0.196620		 0
14987		 0.079358		 -0.211353		 0
14988		 0.067602		 -0.226086		 0
14989		 0.070541		 -0.229033		 0
14990		 0.076419		 -0.229033		 0
14991		 0.079358		 -0.234926		 0
