listing_id_1,listing_id_2
2992782.0,2230509.0
2992782.0,157008.0
922553.0,400995.0
922553.0,260121.0
922553.0,165861.0
922553.0,12408.0
922553.0,1032333.0
1266136.0,3036383.0
1266136.0,2371535.0
1266136.0,172009.0
1266136.0,1674743.0
1266136.0,37534.0
1266136.0,2113410.0
1266136.0,3094868.0
1266136.0,132271.0
1266136.0,1317937.0
350032.0,638638.0
350032.0,767750.0
350032.0,632585.0
350032.0,10017262.0
350032.0,335821.0
350032.0,777985.0
350032.0,782072.0
350032.0,2578241.0
350032.0,780050.0
350032.0,200357.0
350032.0,2509726.0
596753.0,1223659.0
596753.0,2565139.0
596753.0,2558571.0
596753.0,509139.0
596753.0,173887.0
174291.0,153613.0
174291.0,150655.0
174291.0,394479.0
174291.0,382354.0
174291.0,404185.0
174291.0,161877.0
174291.0,192940.0
174291.0,391359.0
174291.0,171709.0
174291.0,116936.0
174291.0,127852.0
174291.0,142164.0
174291.0,397252.0
922531.0,2016757.0
922531.0,2539134.0
922531.0,1228852.0
922531.0,513023.0
922531.0,2826951.0
922531.0,1999171.0
922531.0,388698.0
27126.0,1025145.0
27126.0,1028371.0
27126.0,1028881.0
27126.0,1088082.0
27126.0,1426949.0
918581.0,880633.0
918581.0,875493.0
918581.0,929346.0
918581.0,921810.0
918581.0,811299.0
918581.0,873319.0
918581.0,876832.0
918581.0,363278.0
82522.0,1552745.0
82522.0,101902.0
82522.0,1548552.0
82522.0,1551369.0
82522.0,1631901.0
2992844.0,251380.0
2992844.0,80039.0
2992844.0,21585.0
2992844.0,251502.0
2992844.0,86026.0
2992844.0,2946399.0
2992844.0,2810867.0
2992844.0,1991570.0
2659043.0,3068977.0
2659043.0,1681524.0
2659043.0,1674615.0
2659043.0,1683555.0
596820.0,1798675.0
596820.0,806789.0
596820.0,813984.0
596820.0,3100391.0
596820.0,822260.0
596820.0,1311279.0
596820.0,889532.0
596820.0,3278656.0
596820.0,10039826.0
596820.0,3278674.0
596820.0,1231660.0
632930.0,486719.0
632930.0,537922.0
632930.0,550033.0
632930.0,565233.0
632930.0,2273300.0
632930.0,471908.0
632930.0,455468.0
967041.0,73100.0
967041.0,2817340.0
967041.0,119430.0
967041.0,405005.0
967041.0,1599217.0
199258.0,1230475.0
199258.0,1233451.0
199258.0,1244645.0
199258.0,686089.0
199258.0,300461.0
199258.0,273582.0
199258.0,1084606.0
199258.0,1232215.0
199258.0,1244508.0
199258.0,1282017.0
199258.0,1334898.0
199258.0,1342504.0
859046.0,10702017.0
859046.0,10400826.0
859046.0,10383350.0
859046.0,10383867.0
859046.0,1568136.0
859046.0,1574098.0
931523.0,1515571.0
931523.0,935038.0
931523.0,940422.0
931523.0,3152840.0
931523.0,103363.0
931523.0,3041960.0
931523.0,3021830.0
931523.0,85891.0
931523.0,3059645.0
931523.0,1088121.0
10445944.0,2284426.0
10445944.0,2326574.0
10445944.0,2398473.0
10445944.0,2422569.0
10445944.0,10445131.0
10445944.0,2315140.0
10445944.0,2230741.0
10445944.0,2343042.0
10445944.0,3125523.0
10445944.0,2597675.0
10445944.0,3117959.0
10445944.0,3125004.0
10445944.0,2096872.0
10445944.0,3127949.0
861655.0,69495.0
861655.0,3282659.0
861655.0,10074084.0
861655.0,3273752.0
861655.0,3273776.0
861655.0,3245207.0
2992289.0,1793800.0
2992289.0,1767602.0
2992289.0,1845410.0
2992289.0,1375699.0
2992289.0,2735591.0
2992289.0,205601.0
2992289.0,1795212.0
2992289.0,1954909.0
2992289.0,10408031.0
10562258.0,1928279.0
10562258.0,1037795.0
10562258.0,1007012.0
10562258.0,52313.0
10562258.0,685517.0
10562258.0,755023.0
10562258.0,42472.0
10562258.0,1231654.0
10562258.0,1759458.0
633009.0,628758.0
633009.0,852376.0
633009.0,322916.0
633009.0,806209.0
633009.0,818739.0
633009.0,1085531.0
633009.0,672020.0
633009.0,1704529.0
633009.0,123917.0
633009.0,1085495.0
633009.0,1217313.0
10368780.0,1418602.0
10368780.0,3041215.0
10368780.0,1863505.0
10368780.0,1858352.0
10368780.0,2620912.0
10368780.0,168249.0
10368780.0,2163379.0
10368780.0,125976.0
10368780.0,1857557.0
157872.0,154075.0
157872.0,1836303.0
157872.0,1144586.0
157872.0,152212.0
859158.0,1340232.0
859158.0,2019299.0
859158.0,380137.0
859158.0,545081.0
859158.0,386396.0
859158.0,371245.0
859158.0,384837.0
859158.0,388535.0
859158.0,1001118.0
859158.0,164560.0
859158.0,373447.0
859158.0,390992.0
859158.0,133449.0
859158.0,192378.0
859158.0,1172235.0
295239.0,122873.0
295239.0,228402.0
289491.0,421691.0
289491.0,132038.0
289491.0,389187.0
289491.0,427979.0
289491.0,370449.0
289491.0,782328.0
289491.0,784020.0
289491.0,371003.0
289491.0,542572.0
289491.0,428436.0
289491.0,134740.0
635558.0,58563.0
635558.0,674024.0
635558.0,248249.0
635558.0,3182305.0
635558.0,1159526.0
635558.0,1597680.0
2110118.0,2676484.0
2110118.0,21291.0
2110118.0,2335815.0
2110118.0,2498520.0
2110118.0,2614206.0
2110118.0,2684171.0
931694.0,1865728.0
931694.0,602800.0
931694.0,516989.0
931694.0,182875.0
931694.0,449994.0
931694.0,475118.0
931694.0,570053.0
156224.0,153735.0
156224.0,279556.0
156224.0,1824318.0
156224.0,1800626.0
156224.0,1799272.0
156224.0,348961.0
156224.0,84231.0
156224.0,279611.0
156224.0,168352.0
156224.0,525636.0
156224.0,10004554.0
156224.0,148041.0
156224.0,459521.0
156224.0,261685.0
156224.0,1802151.0
156224.0,1857984.0
375553.0,1776606.0
375553.0,10313061.0
375553.0,1261609.0
375553.0,1782357.0
375553.0,9701.0
375553.0,1822518.0
375553.0,45486.0
375553.0,2808735.0
375553.0,2654180.0
10512695.0,2019734.0
10512695.0,2002279.0
10512695.0,2063697.0
10512695.0,2193273.0
10512695.0,2211125.0
10512695.0,2199809.0
10512695.0,2174548.0
10512695.0,1995953.0
10512695.0,1656493.0
632928.0,611126.0
632928.0,609739.0
632928.0,636732.0
632928.0,925981.0
632928.0,654339.0
632928.0,655797.0
632928.0,687762.0
632928.0,696475.0
632928.0,50193.0
632928.0,751360.0
632928.0,774657.0
632928.0,248868.0
632928.0,549173.0
632928.0,885272.0
632928.0,509761.0
449767.0,947604.0
449767.0,597501.0
449767.0,41497.0
449767.0,47362.0
449767.0,797395.0
449767.0,1095971.0
449767.0,816367.0
449767.0,811223.0
449767.0,797721.0
449767.0,792406.0
449767.0,801854.0
449767.0,1169325.0
449767.0,1122675.0
449767.0,1089888.0
449767.0,1343293.0
449767.0,1404514.0
633464.0,1742039.0
633464.0,1757212.0
633464.0,1758842.0
633464.0,1762100.0
633464.0,1820246.0
633464.0,1858307.0
633464.0,1859195.0
256113.0,843139.0
256113.0,4821.0
256113.0,1228681.0
256113.0,522383.0
256113.0,465943.0
256113.0,1774253.0
459995.0,271772.0
289401.0,645353.0
289401.0,422242.0
289401.0,1351961.0
289401.0,1362895.0
289401.0,652222.0
289401.0,541286.0
289401.0,1455707.0
289401.0,1544223.0
158781.0,119301.0
158781.0,152157.0
158781.0,158186.0
158781.0,178773.0
158781.0,164326.0
158781.0,31220.0
158781.0,466648.0
10655805.0,1178307.0
10655805.0,1217430.0
10655805.0,387715.0
10655805.0,2510880.0
10655805.0,2515631.0
10655805.0,3007901.0
10655805.0,1203638.0
1789688.0,596928.0
1789688.0,188421.0
1789688.0,948200.0
1789688.0,173925.0
1789688.0,181155.0
1789688.0,201543.0
1789688.0,197450.0
1789688.0,1166402.0
174199.0,377858.0
174199.0,391161.0
174199.0,385740.0
174199.0,388715.0
174199.0,331659.0
174199.0,399896.0
96887.0,38211.0
96887.0,158842.0
96887.0,28192.0
157427.0,194435.0
157427.0,267071.0
157427.0,284975.0
157427.0,368523.0
157427.0,383439.0
157427.0,358873.0
157427.0,190665.0
157427.0,973205.0
157427.0,745929.0
157427.0,266018.0
157427.0,185654.0
157427.0,181927.0
157427.0,149065.0
351620.0,59353.0
351620.0,1881653.0
351620.0,1881577.0
351620.0,665993.0
351620.0,197152.0
351620.0,61703.0
351620.0,10125.0
351620.0,196052.0
351620.0,424882.0
351620.0,186192.0
351620.0,198817.0
351620.0,200002.0
351620.0,1886455.0
2310364.0,1415065.0
2310364.0,1414819.0
2310364.0,368109.0
2310364.0,1415045.0
2310364.0,613901.0
2310364.0,359613.0
2310364.0,2422708.0
2310364.0,544792.0
2310364.0,2229731.0
2310364.0,525181.0
2310364.0,321145.0
2310364.0,397473.0
2310364.0,1413365.0
2310364.0,1414023.0
2310364.0,1415874.0
632893.0,2094253.0
632893.0,500357.0
632893.0,978810.0
632893.0,2303642.0
632893.0,517007.0
632893.0,885030.0
632893.0,1160977.0
632893.0,2826657.0
632893.0,3177858.0
632893.0,2094317.0
632893.0,2083983.0
632893.0,3111663.0
632893.0,1165140.0
632893.0,1334004.0
632893.0,1569071.0
632893.0,1843291.0
633395.0,2014293.0
633395.0,1916801.0
633395.0,918553.0
633395.0,1072621.0
633395.0,131280.0
633395.0,1791897.0
633395.0,1802662.0
923269.0,10185374.0
923269.0,10561143.0
923269.0,10137144.0
923269.0,10289603.0
10414210.0,1427603.0
1265725.0,84979.0
1265725.0,39279.0
1265725.0,945379.0
1265725.0,258743.0
1265725.0,1170054.0
1265725.0,1170055.0
1265725.0,1170051.0
634927.0,897731.0
634927.0,642450.0
634927.0,590369.0
634927.0,673272.0
634927.0,397373.0
634927.0,363459.0
634927.0,441478.0
634927.0,492140.0
634927.0,534606.0
10484061.0,1665958.0
10484061.0,1673201.0
10484061.0,1858612.0
10484061.0,10450343.0
449736.0,39236.0
449736.0,2155447.0
449736.0,169863.0
449736.0,63994.0
449736.0,1415853.0
158020.0,559004.0
158020.0,564930.0
158020.0,595797.0
158020.0,545779.0
158020.0,283974.0
158020.0,587633.0
158020.0,1024141.0
158020.0,553812.0
158020.0,161266.0
158020.0,161265.0
158020.0,570294.0
10223517.0,10424765.0
10223517.0,10621746.0
10223517.0,10422880.0
10223517.0,2181509.0
10223517.0,10206300.0
10223517.0,10359602.0
10223517.0,10402951.0
10223517.0,2845069.0
199049.0,1186581.0
199049.0,2086710.0
199049.0,1542371.0
97161.0,449999.0
97161.0,52180.0
450864.0,657106.0
450864.0,766872.0
450864.0,1780172.0
450864.0,2175365.0
450864.0,1850064.0
450864.0,1265323.0
450864.0,2079642.0
450864.0,606016.0
450864.0,2101534.0
450864.0,922322.0
450864.0,680057.0
450864.0,2235660.0
450864.0,822990.0
450864.0,408370.0
450864.0,2551332.0
450864.0,2542836.0
450864.0,785475.0
450864.0,708263.0
450864.0,1090324.0
450864.0,2697908.0
450864.0,3226617.0
450864.0,2544750.0
450864.0,253720.0
450864.0,1148567.0
450864.0,1464257.0
450864.0,1781062.0
1789643.0,2947803.0
255892.0,1655437.0
255892.0,623660.0
255892.0,220087.0
255892.0,628084.0
255892.0,652975.0
255892.0,787512.0
255892.0,12450.0
255892.0,220788.0
255892.0,1507288.0
255892.0,599553.0
255892.0,603359.0
255892.0,1503511.0
1657.0,69265.0
1657.0,1314035.0
6630.0,2566407.0
158922.0,621293.0
158922.0,538290.0
158922.0,583223.0
158922.0,647817.0
158922.0,37974.0
158922.0,9648.0
158922.0,564474.0
158922.0,564325.0
158922.0,543443.0
158922.0,542246.0
158922.0,1070486.0
158922.0,1821997.0
